Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.1470714509487152,77.6500015258789,1000.0,0.0,1.4114770889282227,0.014944086782634258,40.0,0.9989596605300903,0.9989596605300903,0.9989596605300903,0.018994012847542763,0.00029399999766610563,0.9925696849822998,20000.0,-0.015867583453655243,-0.015867583453655243,0.2004450261592865,0.004908934701234102,0.004908934701234102,0.021773381158709526,2.247427463531494,2.247427463531494,-0.13317905366420746,110.53022766113281,45.76475143432617,64.76526641845703,110.53005981445312,180.94625854492188,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
-0.009157759137451649,64.0999984741211,1000.0,1.0,1.3961846828460693,0.019094357267022133,40.0,0.9982450604438782,0.9982450604438782,0.9982450604438782,0.020529326051473618,0.0002880000101868063,0.977508544921875,40000.0,-0.018764914944767952,-0.002897331491112709,0.4632943272590637,0.0044486187398433685,-0.0004603159613907337,0.006630046293139458,0.9188817143440247,-1.3285457491874695,-0.006971029564738274,220.8009033203125,44.97026443481445,65.28182220458984,110.25212097167969,181.40240478515625,0.0703577995300293,0.0703577995300293,0.0703577995300293,0.0
0.5615338683128357,62.560001373291016,1000.0,2.0,1.3762754201889038,0.020603470504283905,31.0,0.9996823668479919,0.9996823668479919,0.9996823668479919,0.021146724000573158,0.00028199999360367656,0.9582441449165344,60000.0,-0.01944650337100029,-0.000681588426232338,-0.025110911577939987,0.007165125105530024,0.002716506365686655,0.04193520545959473,1.4576725959777832,0.5387908816337585,2.0506234169006348,316.6080017089844,44.49964141845703,51.28846740722656,95.78813934326172,208.7941131591797,0.10451839864253998,0.10451839864253998,0.10451839864253998,0.0
2.1247220039367676,67.83999633789062,1000.0,3.0,1.3507767915725708,0.02009892277419567,31.0,1.0001100301742554,1.0001100301742554,1.0001100301742554,0.01987616717815399,0.00027600000612437725,0.9341994524002075,80000.0,-0.019857097417116165,-0.00041059404611587524,-0.01673831045627594,0.012424291111528873,0.00525916600599885,0.09574650228023529,1.720887541770935,0.26321494579315186,2.7037975788116455,425.64276123046875,44.450477600097656,64.56687927246094,109.01737976074219,183.4569854736328,0.13889364898204803,0.13889364898204803,0.13889364898204803,0.0
3.609692335128784,80.18000030517578,1000.0,4.0,1.334197998046875,0.021166058257222176,20.0,0.9970909953117371,0.9970909953117371,0.9970909953117371,0.01953664794564247,0.0002699999895412475,0.9187979698181152,100000.0,-0.0210544615983963,-0.001197364181280136,0.2493358999490738,0.012100047431886196,-0.0003242436796426773,0.14077763259410858,2.1872236728668213,0.46633613109588623,4.981820583343506,504.6156311035156,44.83403015136719,34.12248611450195,78.95655059814453,253.3038787841797,0.1736561506986618,0.1736561506986618,0.1736561506986618,0.0
5.014303207397461,75.95999908447266,1000.0,5.0,1.3172706365585327,0.020460095256567,31.0,1.0007731914520264,1.0007731914520264,1.0007731914520264,0.020256107673048973,0.0002640000020619482,0.9033618569374084,120000.0,-0.025651199743151665,-0.0045967381447553635,-0.1435101181268692,0.016261026263237,0.004160978831350803,0.22225910425186157,1.617323398590088,-0.5699002742767334,5.139915466308594,603.8853759765625,45.82333755493164,53.43233108520508,99.25569915771484,201.49977111816406,0.20861640572547913,0.20861640572547913,0.20861640572547913,0.0
5.703891754150391,73.30000305175781,1000.0,6.0,1.2945811748504639,0.02030932903289795,25.0,1.0002611875534058,1.0002611875534058,1.0002611875534058,0.019505677744746208,0.0002579999854788184,0.8831503391265869,140000.0,-0.023418333381414413,0.0022328663617372513,-0.09587057679891586,0.014725814573466778,-0.0015352116897702217,0.2850150763988495,1.654089331626892,0.0367659330368042,3.9741809368133545,688.8878784179688,45.02928161621094,39.95713424682617,84.98644256591797,235.33164978027344,0.24363330006599426,0.24363330006599426,0.24363330006599426,0.0
6.228094100952148,61.099998474121094,1000.0,7.0,1.2788137197494507,0.02114741876721382,26.0,0.9981101751327515,0.9981101751327515,0.9981101751327515,0.02022562362253666,0.0002519999979995191,0.8692736029624939,160000.0,-0.024508796632289886,-0.001090463250875473,0.011241707019507885,0.01606909930706024,0.001343284733593464,0.3570144772529602,1.526831865310669,-0.12725746631622314,5.056372165679932,777.777099609375,44.464263916015625,44.40914535522461,88.8734359741211,225.03912353515625,0.2781164050102234,0.2781164050102234,0.2781164050102234,0.0
6.6354217529296875,52.900001525878906,1000.0,8.0,1.2636585235595703,0.02025955356657505,19.0,0.997231662273407,0.997231662273407,0.997231662273407,0.020210321992635727,0.0002460000105202198,0.8561822175979614,180000.0,-0.022848311811685562,0.0016604848206043243,-0.10627434402704239,0.017252150923013687,0.0011830516159534454,0.43664824962615967,1.2263202667236328,-0.30051159858703613,5.4587297439575195,853.4222412109375,44.57196044921875,31.05706787109375,75.62905883789062,264.4486083984375,0.31164586544036865,0.31164586544036865,0.31164586544036865,0.0
7.816883087158203,44.47999954223633,1000.0,9.0,1.244429111480713,0.020497623831033707,19.0,0.9974181056022644,0.9974181056022644,0.9974181056022644,0.019960055127739906,0.00023999999393709004,0.8398818373680115,200000.0,-0.023692576214671135,-0.0008442644029855728,0.020060764625668526,0.02194827049970627,0.004696119576692581,0.5590791702270508,1.3803294897079468,0.15400922298431396,5.775267601013184,929.792236328125,44.630149841308594,31.725086212158203,76.35527038574219,261.9334716796875,0.3437204658985138,0.3437204658985138,0.3437204658985138,0.0
